variable,valid_invention_patents_count,patents_per_10000_people_supplement,regular_higher_education_institutions_2024,regular_higher_education_fulltime_teachers_2024,postgraduate_enrollment_2024,postgraduate_entrants_2024,gdp_亿元,per_capita_disposable_income_元,industrial_added_value_亿元,secondary_industry_share_pct,tertiary_industry_share_pct,hospitals_2024,health_institutions_total_2024,medical_beds_per_10000_people_2024,licensed_physicians_per_10000_people_2024,registered_nurses_10000_2024
valid_invention_patents_count,1.0,0.9180141473657549,0.8883487888184247,0.7961037947648704,0.6937170602495991,0.6962939171999334,0.9423879711686687,0.838072639459037,0.8343692322923384,-0.22424708663523868,0.7072180872870958,0.722054148361352,0.5754658371682543,0.3148802130842722,0.6883800390537274,0.9159729508281251
patents_per_10000_people_supplement,0.9180141473657549,1.0,0.8761197467507287,0.8254652372906572,0.7492873350914098,0.7510273323966612,0.8193495527395513,0.9206672349101068,0.6693106171680668,-0.16913956423631324,0.7484909535134843,0.563358021099243,0.3082132673754558,0.08314941110217199,0.7011747165490594,0.7531276861733475
regular_higher_education_institutions_2024,0.8883487888184247,0.8761197467507287,1.0,0.9818539347922137,0.941883583216688,0.9430929313052224,0.7092091094812332,0.6891417107303809,0.5304350706797055,-0.5497123583344223,0.9218051288757202,0.6420965197300947,0.4373196931215021,0.38382326088383606,0.890756199067882,0.8231368085348683
regular_higher_education_fulltime_teachers_2024,0.7961037947648704,0.8254652372906572,0.9818539347922137,1.0,0.9844704341789026,0.9852507869331433,0.5763465644297289,0.5933650617032747,0.3878133492202618,-0.6427147125362797,0.9517789768809658,0.5898175977186969,0.3631315495666835,0.3675453099299277,0.895151749081375,0.7411375051714924
postgraduate_enrollment_2024,0.6937170602495991,0.7492873350914098,0.941883583216688,0.9844704341789026,1.0,0.9999733710136252,0.44250126844079585,0.4956027399626304,0.24365911204202134,-0.6795580863775624,0.9356412955264827,0.5268718538249235,0.26771737303111715,0.3535503596821998,0.8830090619400451,0.6366655476356287
postgraduate_entrants_2024,0.6962939171999334,0.7510273323966612,0.9430929313052224,0.9852507869331433,0.9999733710136252,1.0,0.44578947814264047,0.49692674221560273,0.24689639970832336,-0.6802909536243459,0.9370307975252785,0.5295288734334531,0.27267822875078684,0.354783753065318,0.8835386096991333,0.6408442882616439
gdp_亿元,0.9423879711686687,0.8193495527395513,0.7092091094812332,0.5763465644297289,0.44250126844079585,0.44578947814264047,1.0,0.8392134444161313,0.9056027939609116,-0.0016516907832528317,0.4999012670030424,0.7103954586634188,0.6459915828284686,0.28936536321582923,0.5182663528270957,0.8911963699315391
per_capita_disposable_income_元,0.838072639459037,0.9206672349101068,0.6891417107303809,0.5933650617032747,0.4956027399626304,0.49692674221560273,0.8392134444161313,1.0,0.6991136631983836,0.14070662128351438,0.5201374701575485,0.40463339876355486,0.19214021586752422,-0.012108209948341987,0.5694868712756964,0.6227789410516557
industrial_added_value_亿元,0.8343692322923384,0.6693106171680668,0.5304350706797055,0.3878133492202618,0.24365911204202134,0.24689639970832336,0.9056027939609116,0.6991136631983836,1.0,0.1519942821970006,0.277587250942545,0.566921926180197,0.5563647328608362,0.12897762723950615,0.2414456932950576,0.7529560769033831
secondary_industry_share_pct,-0.22424708663523868,-0.16913956423631324,-0.5497123583344223,-0.6427147125362797,-0.6795580863775624,-0.6802909536243459,-0.0016516907832528317,0.14070662128351438,0.1519942821970006,1.0,-0.7453094188487713,-0.3369260162479011,-0.3466808481228916,-0.46748800760316317,-0.6503043373493187,-0.3962790235929226
tertiary_industry_share_pct,0.7072180872870958,0.7484909535134843,0.9218051288757202,0.9517789768809658,0.9356412955264827,0.9370307975252785,0.4999012670030424,0.5201374701575485,0.277587250942545,-0.7453094188487713,1.0,0.543481652411563,0.34583093180440283,0.38262488810802836,0.9174996660331185,0.7068889085787663
hospitals_2024,0.722054148361352,0.563358021099243,0.6420965197300947,0.5898175977186969,0.5268718538249235,0.5295288734334531,0.7103954586634188,0.40463339876355486,0.566921926180197,-0.3369260162479011,0.543481652411563,1.0,0.7921306555406747,0.6532249032047341,0.47071336121645113,0.8468125363494912
health_institutions_total_2024,0.5754658371682543,0.3082132673754558,0.4373196931215021,0.3631315495666835,0.26771737303111715,0.27267822875078684,0.6459915828284686,0.19214021586752422,0.5563647328608362,-0.3466808481228916,0.34583093180440283,0.7921306555406747,1.0,0.6255692644083429,0.3444431274634533,0.8317582139947071
medical_beds_per_10000_people_2024,0.3148802130842722,0.08314941110217199,0.38382326088383606,0.3675453099299277,0.3535503596821998,0.354783753065318,0.28936536321582923,-0.012108209948341987,0.12897762723950615,-0.46748800760316317,0.38262488810802836,0.6532249032047341,0.6255692644083429,1.0,0.4740760547561311,0.5274531427238814
licensed_physicians_per_10000_people_2024,0.6883800390537274,0.7011747165490594,0.890756199067882,0.895151749081375,0.8830090619400451,0.8835386096991333,0.5182663528270957,0.5694868712756964,0.2414456932950576,-0.6503043373493187,0.9174996660331185,0.47071336121645113,0.3444431274634533,0.4740760547561311,1.0,0.6701110879796912
registered_nurses_10000_2024,0.9159729508281251,0.7531276861733475,0.8231368085348683,0.7411375051714924,0.6366655476356287,0.6408442882616439,0.8911963699315391,0.6227789410516557,0.7529560769033831,-0.3962790235929226,0.7068889085787663,0.8468125363494912,0.8317582139947071,0.5274531427238814,0.6701110879796912,1.0
